StateCode,StateName,DistrictCode,NameofCity,Level,PopulationPersons,PopulationMales,PopulationFemale,0-6PopulationPersons,0-6PopulationMales,0-6PopulationFemales,LiteratesPersons,LiterateMales,LiteratesFemales,SexRatio,0-6ChildSexRatio,EffLiteracyRatePersons,EffLiteracyRateMales,EffLiteracyRatesFemales
10,BIHAR,29,Arrah (M Corp.),City,"2,61,099","1,39,319","1,21,780","34,419","18,356","16,063","1,89,080","1,07,822","81,258",874,875,83.41,89.14,76.86
10,BIHAR,20,Begusarai (M Corp.),City,"2,51,136","1,33,931","1,17,205","37,966","20,012","17,954","1,69,161","96,459","72,702",875,897,79.35,84.67,73.25
10,BIHAR,10,Katihar UA,UA,"2,40,565","1,26,834","1,13,731","32,824","16,983","15,841","1,66,388","93,641","72,747",897,933,80.09,85.24,74.32
10,BIHAR,24,Munger (M Corp.),City,"2,13,101","1,13,173","99,928","29,260","15,323","13,937","1,50,435","84,571","65,864",883,910,81.83,86.43,76.59
10,BIHAR,17,Chapra UA,UA,"2,12,955","1,12,280","1,00,675","29,133","15,308","13,825","1,48,922","83,270","65,652",897,903,81.01,85.87,75.59
10,BIHAR,01,Bettiah UA,UA,"1,56,200","82,663","73,537","22,067","11,653","10,414","1,08,494","60,463","48,031",890,894,80.89,85.15,76.09
10,BIHAR,12,Saharsa (NP),City,"1,55,175","82,589","72,586","24,582","12,814","11,768","1,01,425","58,689","42,736",879,918,77.66,84.11,70.27
10,BIHAR,32,Sasaram (NP),City,"1,47,396","77,687","69,709","19,363","10,189","9,174","1,05,378","58,900","46,478",897,900,82.31,87.26,76.78
10,BIHAR,18,Hajipur (NP),City,"1,47,126","78,561","68,565","20,090","10,694","9,396","1,00,691","57,537","43,154",873,879,79.26,84.78,72.93
10,BIHAR,32,Dehri (NP),City,"1,37,068","72,311","64,757","18,372","9,570","8,802","98,968","56,416","42,552",896,920,83.38,89.92,76.05
10,BIHAR,16,Siwan (NP),City,"1,34,458","70,670","63,788","17,632","9,440","8,192","98,898","56,152","42,746",903,868,84.65,91.71,76.89
10,BIHAR,02,Motihari (NP),City,"1,25,183","67,438","57,745","16,325","8,891","7,434","94,926","52,904","42,022",856,836,87.20,90.36,83.52
10,BIHAR,35,Nawada UA,UA,"1,18,820","62,361","56,459","16,475","8,453","8,022","83,715","46,497","37,218",905,949,81.80,86.25,76.84
10,BIHAR,01,Bagaha (NP),City,"1,13,012","59,946","53,066","19,070","9,802","9,268","56,998","34,751","22,247",885,946,60.67,69.30,50.79
10,BIHAR,30,Buxar UA,UA,"1,10,608","58,228","52,380","14,938","7,904","7,034","80,747","45,435","35,312",900,890,84.40,90.28,77.87
10,BIHAR,08,Kishanganj (NP),City,"1,07,076","55,688","51,388","17,017","8,743","8,274","67,286","37,482","29,804",923,946,74.71,79.84,69.13
10,BIHAR,04,Sitamarhi UA,UA,"1,05,924","56,526","49,398","15,032","8,050","6,982","71,709","40,592","31,117",874,867,78.89,83.74,73.36
10,BIHAR,24,Jamalpur (NP),City,"1,05,221","56,231","48,990","12,298","6,587","5,711","81,192","45,961","35,231",871,867,87.38,92.58,81.40
10,BIHAR,37,Jehanabad (NP),City,"1,02,456","54,868","47,588","14,516","7,706","6,810","70,052","39,889","30,163",867,884,79.66,84.58,73.97
10,BIHAR,33,Aurangabad (NP),City,"1,01,520","53,307","48,213","14,292","7,548","6,744","75,796","42,338","33,458",904,893,86.89,92.52,80.68
13,NAGALAND,05,Dimapur (MC),City,"1,23,777","65,017","58,760","14,438","7,345","7,093","95,646","51,604","44,042",904,966,87.48,89.48,85.24
14,MANIPUR ,99,Imphal UA,UA,"4,14,288","2,01,635","2,12,653","43,917","22,542","21,375","3,33,588","1,70,395","1,63,193",1055,948,90.07,95.14,85.32
15,MIZORAM,03,Aizawl (NT),City,"2,91,822","1,43,803","1,48,019","35,147","17,667","17,480","2,53,588","1,25,256","1,28,332",1029,989,98.80,99.30,98.31
16,TRIPURA,01,Agartala (M Cl),City,"3,99,688","1,99,616","2,00,072","33,635","17,341","16,294","3,43,633","1,74,524","1,69,109",1002,940,93.88,95.75,92.02
17,MEGHALAYA,06,Shillong UA,UA,"3,54,325","1,76,591","1,77,734","40,494","20,941","19,553","2,87,141","1,45,730","1,41,411",1006,934,91.50,93.63,89.40
18,ASSAM,23,Guwahati UA,UA,"9,68,549","5,05,542","4,63,007","87,366","43,537","43,829","8,02,946","4,29,099","3,73,847",916,1007,91.12,92.88,89.19
18,ASSAM,17,Silchar UA,UA,"2,28,985","1,15,443","1,13,542","21,841","11,212","10,629","1,88,609","97,589","91,020",984,948,91.05,93.63,88.44
18,ASSAM,11,Dibrugarh UA,UA,"1,54,019","79,743","74,276","13,303","6,829","6,474","1,26,297","67,266","59,031",931,948,89.75,92.25,87.06
18,ASSAM,13,Jorhat UA,UA,"1,53,249","79,348","73,901","13,757","7,076","6,681","1,27,192","67,429","59,763",931,944,91.18,93.30,88.91
18,ASSAM,06,Nagaon UA,UA,"1,47,137","74,824","72,313","15,117","7,555","7,562","1,19,907","64,320","55,587",966,1001,90.82,95.62,85.85
18,ASSAM,10,Tinsukia UA,UA,"1,25,637","67,063","58,574","11,890","6,266","5,624","1,04,558","56,125","48,433",873,898,91.92,92.32,91.47
18,ASSAM,07,Tezpur UA,UA,"1,00,477","52,635","47,842","9,497","4,849","4,648","81,077","44,355","36,722",909,959,89.12,92.82,85.02
19,WEST BENGAL,99,Kolkata UA,UA,"1,41,12,536","73,19,682","67,92,854","10,63,394","5,46,373","5,17,021","1,15,26,635","61,59,091","53,67,544",928,946,88.33,90.93,85.53
19,WEST BENGAL,09,Asansol UA,UA,"12,43,008","6,47,831","5,95,177","1,32,560","69,051","63,509","8,88,324","4,99,532","3,88,792",919,920,80.00,86.31,73.13
19,WEST BENGAL,99,Siliguri UA,UA,"7,01,489","3,59,750","3,41,739","72,252","37,355","34,897","5,16,297","2,78,087","2,38,210",950,934,82.05,86.26,77.63
19,WEST BENGAL,09,Durgapur UA,UA,"5,81,409","3,01,700","2,79,709","51,930","26,688","25,242","4,64,340","2,53,051","2,11,289",927,946,87.70,92.01,83.03
19,WEST BENGAL,09,Barddhaman UA,UA,"3,47,016","1,77,055","1,69,961","25,069","12,900","12,169","2,85,300","1,51,395","1,33,905",960,943,88.62,92.23,84.86
19,WEST BENGAL,06,English Bazar UA,UA,"3,24,237","1,75,073","1,49,164","44,186","24,262","19,924","2,27,726","1,23,824","1,03,902",852,821,81.32,82.11,80.39
19,WEST BENGAL,07,Baharampur UA,UA,"3,05,609","1,56,489","1,49,120","23,182","11,877","11,305","2,49,617","1,31,561","1,18,056",953,952,88.38,90.98,85.66
19,WEST BENGAL,11,Habra UA,UA,"3,04,584","1,54,861","1,49,723","23,023","11,864","11,159","2,56,313","1,34,864","1,21,449",967,941,91.03,94.31,87.65
19,WEST BENGAL,18,Kharagpur UA,UA,"2,93,719","1,50,487","1,43,232","25,130","12,923","12,207","2,29,952","1,24,412","1,05,540",952,945,85.61,90.44,80.55
19,WEST BENGAL,10,Santipur UA,UA,"2,88,718","1,47,299","1,41,419","24,006","12,303","11,703","2,18,828","1,17,371","1,01,457",960,951,82.67,86.94,78.21
19,WEST BENGAL,12,Dankuni UA,UA,"2,49,840","1,28,139","1,21,701","22,956","11,827","11,129","1,94,410","1,03,668","90,742",950,941,85.69,89.13,82.07
19,WEST BENGAL,07,Dhulian UA,UA,"2,39,022","1,19,151","1,19,871","45,483","22,981","22,502","1,16,233","63,607","52,626",1006,979,60.06,66.14,54.05
19,WEST BENGAL,10,Ranaghat UA,UA,"2,35,583","1,19,578","1,16,005","18,575","9,601","8,974","1,86,844","98,723","88,121",970,935,86.10,89.77,82.33
19,WEST BENGAL,19,Haldia (M),City,"2,00,762","1,04,852","95,910","21,122","10,799","10,323","1,59,984","88,125","71,859",915,956,89.06,93.70,83.96
19,WEST BENGAL,04,Raiganj UA,UA,"1,99,758","1,04,966","94,792","22,028","11,335","10,693","1,45,229","79,076","66,153",903,943,81.71,84.45,78.66
19,WEST BENGAL,10,Krishnanagar UA,UA,"1,81,182","91,583","89,599","13,663","7,095","6,568","1,47,565","76,746","70,819",978,926,88.09,90.84,85.29
19,WEST BENGAL,10,Nabadwip UA,UA,"1,75,474","90,810","84,664","13,049","6,741","6,308","1,37,367","74,561","62,806",932,936,84.57,88.69,80.15
19,WEST BENGAL,18,Medinipur (M),City,"1,69,127","85,362","83,765","14,365","7,259","7,106","1,39,303","72,948","66,355",981,979,90.01,93.40,86.56
19,WEST BENGAL,02,Jalpaiguri UA,UA,"1,69,013","85,226","83,787","14,522","7,441","7,081","1,32,911","69,531","63,380",983,952,86.03,89.39,82.63
19,WEST BENGAL,05,Balurghat UA,UA,"1,64,593","82,466","82,127","10,349","5,257","5,092","1,41,381","72,831","68,550",996,969,91.66,94.33,88.99
19,WEST BENGAL,11,Basirhat UA,UA,"1,44,891","73,491","71,400","12,578","6,495","6,083","1,14,952","60,499","54,453",972,937,86.88,90.30,83.37
19,WEST BENGAL,13,Bankura (M),City,"1,38,036","70,734","67,302","10,760","5,502","5,258","1,11,073","60,272","50,801",951,956,87.27,92.40,81.88
19,WEST BENGAL,10,Chakdaha UA,UA,"1,32,855","67,135","65,720","9,829","4,978","4,851","1,11,895","58,405","53,490",979,974,90.95,93.96,87.88
19,WEST BENGAL,01,Darjiling UA,UA,"1,32,016","65,839","66,177","7,382","3,862","3,520","1,16,126","59,536","56,590",1005,911,93.17,96.06,90.32
19,WEST BENGAL,02,Alipurduar UA,UA,"1,27,342","64,898","62,444","10,545","5,422","5,123","1,04,139","54,714","49,425",962,945,89.16,91.99,86.22
19,WEST BENGAL,14,Puruliya UA,UA,"1,26,894","65,334","61,560","12,116","6,221","5,895","93,578","52,118","41,460",942,948,81.53,88.17,74.48
19,WEST BENGAL,07,Jangipur UA,UA,"1,22,875","62,734","60,141","16,299","8,334","7,965","80,689","43,428","37,261",959,956,75.71,79.83,71.41
19,WEST BENGAL,11,Bongaon (M),City,"1,10,668","56,416","54,252","8,452","4,387","4,065","92,253","48,799","43,454",962,927,90.25,93.79,86.58
19,WEST BENGAL,03,Koch Bihar UA,UA,"1,06,760","53,803","52,957","7,910","4,053","3,857","90,698","47,016","43,682",984,952,91.75,94.50,88.97
20,JHARKHAND,99,Jamshedpur UA,UA,"13,37,131","6,96,858","6,40,273","1,53,872","81,190","72,682","10,16,910","5,62,304","4,54,606",919,895,85.94,91.33,80.09
20,JHARKHAND,09,Dhanbad UA,UA,"11,95,298","6,33,363","5,61,935","1,51,010","79,216","71,794","8,42,117","4,86,970","3,55,147",887,906,80.64,87.88,72.46
20,JHARKHAND,19,Ranchi UA,UA,"11,26,741","5,86,634","5,40,107","1,28,541","67,682","60,859","8,82,634","4,81,976","4,00,658",921,899,88.42,92.87,83.60
20,JHARKHAND,10,Bokaro Steel City UA,UA,"5,63,417","2,99,232","2,64,185","67,672","36,058","31,614","4,20,736","2,42,827","1,77,909",883,877,84.87,92.27,76.50
20,JHARKHAND,05,Deoghar (M Corp.),City,"2,03,116","1,08,243","94,873","25,929","13,907","12,022","1,53,807","87,540","66,267",876,864,86.80,92.80,79.98
20,JHARKHAND,10,Phusro UA,UA,"1,86,139","97,665","88,474","22,125","11,728","10,397","1,31,202","75,847","55,355",906,887,79.99,88.26,70.90
20,JHARKHAND,15,Hazaribag UA,UA,"1,53,599","80,095","73,504","17,276","9,108","8,168","1,22,881","66,602","56,279",918,897,90.14,93.82,86.14
20,JHARKHAND,04,Giridih UA,UA,"1,43,529","74,841","68,688","20,658","10,856","9,802","1,01,256","55,951","45,305",918,903,82.41,87.44,76.94
20,JHARKHAND,16,Ramgarh UA,UA,"1,32,441","70,879","61,562","17,086","9,082","8,004","95,714","55,352","40,362",869,881,82.97,89.57,75.36
20,JHARKHAND,13,Medini Nagar UA,UA,"1,19,972","63,244","56,728","13,752","7,199","6,553","94,361","52,392","41,969",897,910,88.84,93.48,83.65
20,JHARKHAND,09,Chirkunda UA,UA,"1,18,822","62,394","56,428","14,742","7,762","6,980","80,168","46,038","34,130",904,899,77.03,84.27,69.02
21,ORISSA,17,Bhubaneswar UA,UA,"8,81,988","4,68,302","4,13,686","79,706","41,875","37,831","7,46,162","4,07,910","3,38,252",883,903,93.00,95.66,90.00
21,ORISSA,12,Cuttack UA,UA,"6,58,986","3,31,246","3,27,740","53,760","28,089","25,671","5,50,935","2,95,792","2,55,143",989,914,91.03,97.57,84.47
21,ORISSA,05,Raurkela UA,UA,"5,52,970","2,91,027","2,61,943","56,950","30,088","26,862","4,31,080","2,39,588","1,91,492",900,893,86.91,91.82,81.46
21,ORISSA,19,Brahmapur Town (M Corp.),City,"3,55,823","1,85,584","1,70,239","29,509","15,544","13,965","2,93,818","1,59,550","1,34,268",917,898,90.04,93.83,85.92
21,ORISSA,03,Sambalpur UA,UA,"2,69,575","1,38,826","1,30,749","27,510","14,560","12,950","2,07,430","1,12,937","94,493",942,889,85.69,90.88,80.22
21,ORISSA,18,Puri Town (M),City,"2,01,026","1,04,267","96,759","17,000","8,939","8,061","1,64,481","88,504","75,977",928,902,89.38,92.84,85.66
21,ORISSA,08,Baleshwar UA,UA,"1,77,557","90,750","86,807","17,911","9,165","8,746","1,38,215","73,888","64,327",957,954,86.58,90.57,82.41
21,ORISSA,09,Bhadrak UA,UA,"1,29,152","66,368","62,784","14,492","7,449","7,043","93,121","50,550","42,571",946,945,81.21,85.80,76.37
21,ORISSA,07,Baripada UA,UA,"1,16,874","60,535","56,339","10,688","5,629","5,059","93,463","50,763","42,700",931,899,88.02,92.45,83.27
22,CHHATTISGARH,11,Raipur UA,UA,"11,22,555","5,78,339","5,44,216","1,42,826","73,940","68,886","8,46,952","4,64,669","3,82,283",941,932,86.45,92.12,80.42
22,CHHATTISGARH,10,Durg-Bhilainagar UA,UA,"10,64,077","5,45,683","5,18,394","1,16,977","60,601","56,376","8,24,189","4,51,691","3,72,498",950,930,87.02,93.12,80.62
22,CHHATTISGARH,07,Bilaspur UA,UA,"4,52,851","2,32,995","2,19,856","52,550","27,550","25,000","3,49,406","1,90,934","1,58,472",944,907,87.29,92.94,81.33
22,CHHATTISGARH,05,Korba UA,UA,"3,65,073","1,89,466","1,75,607","45,529","23,509","22,020","2,69,557","1,52,566","1,16,991",927,937,84.36,91.93,76.17
22,CHHATTISGARH,09,Rajnandgaon (M Corp.),City,"1,63,122","81,873","81,249","18,677","9,610","9,067","1,27,042","68,134","58,908",992,943,87.95,94.29,81.61
22,CHHATTISGARH,04,Raigarh UA,UA,"1,49,991","76,898","73,093","18,344","9,610","8,734","1,14,882","62,892","51,990",951,909,87.27,93.47,80.78
22,CHHATTISGARH,15,Jagdalpur (M Corp.),City,"1,25,345","63,910","61,435","13,804","7,192","6,612","95,303","51,905","43,398",961,919,85.44,91.51,79.16
22,CHHATTISGARH,02,Ambikapur UA,UA,"1,23,173","64,130","59,043","14,172","7,519","6,653","95,640","52,351","43,289",921,885,87.74,92.47,82.63
22,CHHATTISGARH,13,Dhamtari UA,UA,"1,01,645","50,769","50,876","11,283","5,780","5,503","77,655","41,912","35,743",1002,952,85.94,93.16,78.78
23,MADHYA PRADESH,22,Indore UA,UA,"21,67,447","11,29,348","10,38,099","2,54,108","1,34,644","1,19,464","16,59,399","9,09,361","7,50,038",919,887,86.73,91.42,81.65
23,MADHYA PRADESH,27,Bhopal UA,UA,"18,83,381","9,85,408","8,97,973","2,17,415","1,13,516","1,03,899","14,20,858","7,78,192","6,42,666",911,915,85.29,89.25,80.93
23,MADHYA PRADESH,34,Jabalpur UA,UA,"12,67,564","6,63,096","6,04,468","1,28,679","67,630","61,049","10,15,074","5,54,214","4,60,860",912,903,89.13,93.07,84.81
23,MADHYA PRADESH,04,Gwalior UA,UA,"11,01,981","5,88,752","5,13,229","1,20,347","65,968","54,379","8,35,334","4,74,648","3,60,686",872,824,85.10,90.79,78.61
23,MADHYA PRADESH,18,Ujjain (M Corp.),City,"5,15,215","2,65,291","2,49,924","57,630","30,007","27,623","3,91,470","2,14,481","1,76,989",942,921,85.55,91.16,79.62
23,MADHYA PRADESH,10,Sagar UA,UA,"3,70,296","1,94,659","1,75,637","43,835","22,723","21,112","2,93,742","1,62,354","1,31,388",902,929,89.98,94.43,85.03
23,MADHYA PRADESH,20,Dewas (M Corp.),City,"2,89,438","1,50,193","1,39,245","34,435","18,117","16,318","2,18,877","1,22,388","96,489",927,901,85.83,92.66,78.49
23,MADHYA PRADESH,12,Satna UA,UA,"2,83,004","1,49,460","1,33,544","32,066","17,122","14,944","2,16,641","1,21,772","94,869",894,873,86.33,92.02,79.99
23,MADHYA PRADESH,17,Ratlam UA,UA,"2,73,892","1,39,766","1,34,126","29,397","15,295","14,102","2,14,892","1,15,942","98,950",960,922,87.89,93.15,82.44
23,MADHYA PRADESH,13,Rewa (M Corp.),City,"2,35,422","1,24,634","1,10,788","24,234","13,131","11,103","1,85,291","1,03,599","81,692",889,846,87.74,92.91,81.95
23,MADHYA PRADESH,33,Murwara (Katni) (M Corp.),City,"2,21,875","1,15,463","1,06,412","25,168","13,299","11,869","1,71,966","94,777","77,189",922,892,87.42,92.77,81.64
23,MADHYA PRADESH,46,Singrauli (M Corp.),City,"2,20,295","1,17,276","1,03,019","29,569","15,438","14,131","1,47,527","87,870","59,657",878,915,77.35,86.28,67.11
23,MADHYA PRADESH,50,Burhanpur (M Corp.),City,"2,10,891","1,08,234","1,02,657","28,107","14,628","13,479","1,49,339","80,909","68,430",948,921,81.70,86.44,76.73
23,MADHYA PRADESH,49,Khandwa (M Corp.),City,"2,00,681","1,02,873","97,808","24,079","12,659","11,420","1,53,609","82,575","71,034",951,902,86.98,91.53,82.23
23,MADHYA PRADESH,02,Morena (M),City,"2,00,506","1,08,405","92,101","26,454","14,636","11,818","1,39,903","83,531","56,372",850,807,80.38,89.08,70.22
23,MADHYA PRADESH,03,Bhind (M),City,"1,97,332","1,05,394","91,938","24,486","13,319","11,167","1,45,530","83,903","61,627",872,838,84.20,91.12,76.30
23,MADHYA PRADESH,38,Chhindwara UA,UA,"1,90,008","97,040","92,968","19,227","9,885","9,342","1,52,429","81,728","70,701",958,945,89.25,93.77,84.54
23,MADHYA PRADESH,41,Guna (M),City,"1,80,978","94,645","86,333","23,757","12,658","11,099","1,28,463","73,169","55,294",912,877,81.71,89.24,73.50
23,MADHYA PRADESH,06,Shivpuri (M),City,"1,79,972","95,227","84,745","22,683","12,075","10,608","1,24,641","72,107","52,534",890,879,79.24,86.72,70.86
23,MADHYA PRADESH,26,Vidisha (M),City,"1,55,959","81,424","74,535","19,360","10,122","9,238","1,18,678","65,802","52,876",915,913,86.88,92.29,80.98
23,MADHYA PRADESH,08,Chhattarpur UA,UA,"1,47,688","78,070","69,618","18,312","9,874","8,438","1,08,806","60,806","48,000",892,855,84.10,89.16,78.46
23,MADHYA PRADESH,11,Damoh UA,UA,"1,47,515","76,951","70,564","17,519","9,161","8,358","1,13,014","62,616","50,398",917,912,86.94,92.37,81.02
23,MADHYA PRADESH,16,Mandsaur (M),City,"1,41,468","72,370","69,098","15,721","8,282","7,439","1,09,135","59,436","49,699",955,898,86.79,92.74,80.60
23,MADHYA PRADESH,23,Khargone UA,UA,"1,33,361","68,672","64,689","16,662","8,786","7,876","96,870","53,275","43,595",942,896,83.01,88.96,76.73
23,MADHYA PRADESH,15,Neemuch UA,UA,"1,28,575","67,566","61,009","15,008","7,836","7,172","97,528","55,043","42,485",903,915,85.88,92.15,78.91
23,MADHYA PRADESH,21,Pithampur (M),City,"1,26,099","70,577","55,522","20,438","10,872","9,566","87,417","54,030","33,387",787,880,82.73,90.49,72.65
23,MADHYA PRADESH,32,Hoshangabad (M),City,"1,17,956","61,610","56,346","13,012","6,964","6,048","92,317","50,943","41,374",915,868,87.97,93.22,82.26
23,MADHYA PRADESH,32,Itarsi UA,UA,"1,14,430","59,382","55,048","11,832","6,130","5,702","92,647","50,702","41,945",927,930,90.30,95.21,85.00
23,MADHYA PRADESH,28,Sehore UA,UA,"1,09,025","56,397","52,628","12,869","6,745","6,124","82,196","45,012","37,184",933,908,85.48,90.65,79.96
23,MADHYA PRADESH,30,Betul (M),City,"1,03,341","52,902","50,439","11,005","5,772","5,233","83,356","44,429","38,927",953,907,90.27,94.27,86.11
23,MADHYA PRADESH,39,Seoni (M),City,"1,02,377","52,354","50,023","10,413","5,467","4,946","83,832","44,862","38,970",955,905,91.16,95.68,86.45
23,MADHYA PRADESH,05,Datia (M),City,"1,00,466","52,931","47,535","12,218","6,553","5,665","71,071","40,482","30,589",898,864,80.54,87.29,73.06
23,MADHYA PRADESH,18,Nagda (M),City,"1,00,036","51,410","48,626","11,053","5,840","5,213","72,618","40,765","31,853",946,893,81.61,89.46,73.37
24,GUJARAT,99,Ahmadabad UA,UA,"63,52,254","33,48,264","30,03,990","6,75,284","3,64,965","3,10,319","50,82,338","28,05,134","22,77,204",897,850,89.53,94.03,84.54
24,GUJARAT,25,Surat UA,UA,"45,85,367","26,13,841","19,71,526","5,45,869","3,00,970","2,44,899","35,93,918","21,43,732","14,50,186",754,814,88.97,92.69,83.99
24,GUJARAT,19,Vadodara UA,UA,"18,17,191","9,46,280","8,70,911","1,72,923","93,146","79,777","15,13,883","8,14,179","6,99,704",920,856,92.07,95.43,88.44
24,GUJARAT,09,Rajkot UA,UA,"13,90,933","7,31,209","6,59,724","1,45,399","79,486","65,913","11,00,435","6,01,688","4,98,747",902,829,88.35,92.32,83.99
24,GUJARAT,14,Bhavnagar UA,UA,"6,06,282","3,15,978","2,90,304","63,358","34,463","28,895","4,65,722","2,57,528","2,08,194",919,838,85.78,91.48,79.64
24,GUJARAT,10,Jamnagar UA,UA,"6,00,411","3,13,497","2,86,914","59,173","31,786","27,387","4,45,206","2,44,658","2,00,548",915,862,82.26,86.85,77.27
24,GUJARAT,12,Junagadh (M Corp.),City,"3,20,250","1,64,091","1,56,159","27,375","14,651","12,724","2,59,563","1,39,317","1,20,246",952,868,88.63,93.23,83.83
24,GUJARAT,15,Anand UA,UA,"2,86,921","1,48,801","1,38,120","28,745","15,363","13,382","2,40,028","1,28,241","1,11,787",928,871,92.97,96.11,89.62
24,GUJARAT,23,Navsari UA,UA,"2,82,753","1,48,588","1,34,165","29,683","15,924","13,759","2,26,184","1,24,176","1,02,008",903,864,89.38,93.60,84.72
24,GUJARAT,08,Wadhwan UA,UA,"2,53,620","1,32,252","1,21,368","25,725","13,761","11,964","1,94,274","1,08,729","85,545",918,869,85.25,91.76,78.19
24,GUJARAT,01,Gandhidham (M),City,"2,48,705","1,32,388","1,16,317","31,224","16,352","14,872","1,81,253","1,04,073","77,180",879,909,83.34,89.69,76.08
24,GUJARAT,09,Morvi UA,UA,"2,46,008","1,28,290","1,17,718","29,493","15,775","13,718","1,81,566","1,01,417","80,149",918,870,83.86,90.14,77.07
24,GUJARAT,16,Nadiad UA,UA,"2,25,132","1,15,971","1,09,161","20,825","11,240","9,585","1,80,843","97,601","83,242",941,853,88.52,93.19,83.60
24,GUJARAT,21,Bharuch UA,UA,"2,24,210","1,15,545","1,08,665","20,544","10,758","9,786","1,81,090","96,231","84,859",940,910,88.92,91.83,85.82
24,GUJARAT,11,Porbandar UA,UA,"2,17,307","1,12,280","1,05,027","20,760","11,078","9,682","1,67,997","92,193","75,804",935,874,85.47,91.10,79.50
24,GUJARAT,04,Mahesana UA,UA,"1,90,189","1,00,495","89,694","17,956","10,203","7,753","1,56,697","86,414","70,283",893,760,90.98,95.71,85.77
24,GUJARAT,01,Bhuj UA,UA,"1,87,279","98,214","89,065","20,715","10,854","9,861","1,44,913","80,353","64,560",907,909,87.00,91.98,81.51
24,GUJARAT,12,Veraval UA,UA,"1,84,855","94,208","90,647","21,024","11,031","9,993","1,27,121","71,818","55,303",962,906,77.59,86.34,68.57
24,GUJARAT,24,Valsad UA,UA,"1,70,235","86,882","83,353","14,190","7,426","6,764","1,45,625","76,121","69,504",959,911,93.32,95.80,90.75
24,GUJARAT,24,Vapi (M),City,"1,63,605","94,338","69,267","19,899","10,618","9,281","1,43,706","83,720","59,986",734,874,100.00,100.00,100.00
24,GUJARAT,17,Godhra UA,UA,"1,61,925","83,568","78,357","19,489","10,193","9,296","1,25,859","68,641","57,218",938,912,88.36,93.55,82.85
24,GUJARAT,21,Anklesvar UA,UA,"1,40,839","75,167","65,672","15,168","8,137","7,031","1,14,184","62,978","51,206",874,864,90.86,93.95,87.32
24,GUJARAT,02,Palanpur UA,UA,"1,40,344","73,342","67,002","15,698","8,538","7,160","1,08,193","61,232","46,961",914,839,86.80,94.49,78.47
24,GUJARAT,03,Patan UA,UA,"1,33,744","69,984","63,760","13,089","7,053","6,036","1,05,998","59,060","46,938",911,856,87.85,93.85,81.31
24,GUJARAT,14,Botad (M),City,"1,30,302","67,778","62,524","16,654","8,889","7,765","94,563","53,275","41,288",922,874,83.21,90.47,75.40
24,GUJARAT,18,Dohad UA,UA,"1,30,255","66,443","63,812","17,457","9,135","8,322","95,726","52,483","43,243",960,911,84.86,91.58,77.93
24,GUJARAT,09,Jetpur Navagadh (M),City,"1,18,550","62,331","56,219","12,295","6,684","5,611","89,110","49,677","39,433",902,839,83.86,89.27,77.92
24,GUJARAT,13,Amreli UA,UA,"1,18,059","59,990","58,069","11,042","6,003","5,039","95,116","50,278","44,838",968,839,88.88,93.13,84.55
24,GUJARAT,09,Gondal (M),City,"1,12,064","58,417","53,647","11,591","6,358","5,233","86,139","47,112","39,027",918,823,85.73,90.50,80.61
24,GUJARAT,02,Deesa (M),City,"1,11,149","58,724","52,425","14,192","7,790","6,402","78,219","45,479","32,740",893,822,80.67,89.29,71.14
27,MAHARASHTRA,99,Greater Mumbai UA,UA,"1,84,14,288","98,94,088","85,20,200","17,43,997","9,17,855","8,26,142","1,51,32,568","84,23,992","67,08,576",861,900,90.78,93.85,87.19
27,MAHARASHTRA,25,Pune UA,UA,"50,49,968","26,59,484","23,90,484","5,61,004","2,97,943","2,63,061","41,03,766","22,43,534","18,60,232",899,883,91.42,95.00,87.44
27,MAHARASHTRA,09,Nagpur UA,UA,"24,97,777","12,75,750","12,22,027","2,48,678","1,29,522","1,19,156","20,95,419","11,02,638","9,92,781",958,920,93.17,96.20,90.02
27,MAHARASHTRA,20,Nashik UA,UA,"15,62,769","8,24,641","7,38,128","1,77,966","95,924","82,042","12,59,723","6,92,426","5,67,297",895,855,90.97,95.02,86.47
27,MAHARASHTRA,21,Vasai Virar City (M Corp.),City,"12,21,233","6,49,535","5,71,698","1,37,343","71,716","65,627","9,87,916","5,48,138","4,39,778",880,915,91.15,94.86,86.90
27,MAHARASHTRA,19,Aurangabad UA,UA,"11,89,376","6,20,097","5,69,279","1,54,067","82,867","71,200","9,23,128","5,05,531","4,17,597",918,859,89.16,94.10,83.84
27,MAHARASHTRA,30,Solapur (M Corp.),City,"9,51,118","4,82,194","4,68,924","1,04,466","54,728","49,738","7,10,180","3,90,335","3,19,845",972,909,83.88,91.31,76.30
27,MAHARASHTRA,21,Bhiwandi UA,UA,"7,37,411","4,34,975","3,02,436","91,796","47,483","44,313","5,25,930","3,26,853","1,99,077",695,933,81.46,84.35,77.12
27,MAHARASHTRA,07,Amravati (M Corp.),City,"6,46,801","3,30,544","3,16,257","62,497","32,713","29,784","5,43,568","2,84,490","2,59,078",957,910,93.03,95.52,90.44
27,MAHARASHTRA,20,Malegaon UA,UA,"5,76,425","2,93,976","2,82,449","90,654","46,822","43,832","4,17,635","2,21,530","1,96,105",961,936,85.97,89.63,82.18
27,MAHARASHTRA,34,Kolhapur UA,UA,"5,61,841","2,87,376","2,74,465","51,157","27,912","23,245","4,70,675","2,50,000","2,20,675",955,833,92.17,96.35,87.84
