OBJECTID,ASS_CONST_,ASS_CONST1,WARD_NO,WARD_NAME,POP_M,POP_F,POP_SC,POP_ST,POP_TOTAL,AREA_SQ_KM,LAT,LON,RESERVATIO,TOT_HH
35.0,155,Dasarahalli,41.0,Peenya Industrial Area,15255.0,12212.0,1595.0,1595.0,27467.0,5.59,13.0209017997376,77.5086112760292,General,
36.0,155,Dasarahalli,70.0,Rajagopal Nagar,15691.0,12913.0,2364.0,606.0,28604.0,2.18,13.0061996149424,77.5122492470683,General,
37.0,155,Dasarahalli,71.0,Hegganahalli,16766.0,14123.0,1879.0,527.0,30889.0,1.96,13.0010055251581,77.5009754398035,General,
38.0,156,Mahalakshmi Layout,102.0,Vrisabhavathi Nagar,18654.0,15685.0,1187.0,333.0,34339.0,0.99,12.9897724158581,77.5258790256208,Backward Category A (Women),
39.0,156,Mahalakshmi Layout,43.0,Nandini Layout,18113.0,16205.0,4421.0,548.0,34318.0,1.41,13.013449936266,77.5341416116112,General,
40.0,156,Mahalakshmi Layout,44.0,Marappana Palya,18108.0,15894.0,5202.0,376.0,34002.0,2.05,13.0174803547776,77.5462421542391,General (Women),
41.0,156,Mahalakshmi Layout,67.0,Nagapura,18268.0,17285.0,2520.0,320.0,35553.0,1.79,13.0041261575396,77.5481305165233,Backward Category - A,
42.0,156,Mahalakshmi Layout,68.0,Mahalakshimpuram,19202.0,16774.0,1258.0,311.0,35976.0,0.95,13.0073496521638,77.540042587153,Backward Category - B,
43.0,156,Mahalakshmi Layout,74.0,Shakthi Ganapathi Nagar,17953.0,16577.0,5595.0,366.0,34530.0,0.7,12.9950480331202,77.5315839709294,General (Women),
44.0,156,Mahalakshmi Layout,75.0,Shankar Matt,18802.0,16877.0,1280.0,308.0,35679.0,1.08,12.9999842826119,77.5344077697553,General,
45.0,157,Malleswaram,35.0,Aramane Nagara,16221.0,14176.0,2376.0,319.0,30397.0,7.47,13.0153491711673,77.5770224615771,General,
46.0,157,Malleswaram,36.0,Mattikere,19092.0,16790.0,4459.0,830.0,35882.0,0.91,13.0325895561164,77.5610338494586,General,
47.0,157,Malleswaram,45.0,Malleswaram,18994.0,17327.0,3493.0,367.0,36321.0,1.81,13.0140735271848,77.5616732070745,Backward Category - A,
48.0,157,Malleswaram,64.0,Rajamahal Guttahalli,17243.0,16721.0,3922.0,250.0,33964.0,0.73,13.0013721395302,77.5790601846204,General (Women),
49.0,157,Malleswaram,65.0,Kadu Malleshwar Ward,16970.0,17083.0,612.0,138.0,34053.0,1.36,13.0023854255042,77.5684910900638,Backward Category - A,
50.0,157,Malleswaram,66.0,Subramanya Nagar,17876.0,17007.0,1040.0,294.0,34883.0,0.94,13.0070401322849,77.5571089856109,General,
51.0,157,Malleswaram,76.0,Gayithri Nagar,18360.0,17029.0,980.0,226.0,35389.0,0.64,12.9974360955686,77.5605137788374,General (Women),
52.0,158,Hebbal,18.0,Radhakrishna Temple Ward,13862.0,12349.0,3320.0,372.0,26211.0,1.95,13.0383051456651,77.5705716890458,Backward Category - A,
53.0,158,Hebbal,19.0,Sanjaya Nagar,12600.0,11578.0,848.0,237.0,24178.0,1.54,13.0393013347298,77.5777997091635,Backward Category - B,
54.0,158,Hebbal,20.0,Ganga Nagar,13688.0,12568.0,2842.0,286.0,26256.0,2.26,13.0325549216468,77.5863604495174,General,
55.0,158,Hebbal,21.0,Hebbala,12560.0,11601.0,3131.0,576.0,24161.0,1.23,13.0340544601812,77.5930187449416,General,
56.0,158,Hebbal,22.0,Vishwanath Nagenahalli,13594.0,12103.0,2422.0,402.0,25697.0,1.47,13.0351744765503,77.603740582364,Backward Category - B (Woman),
57.0,158,Hebbal,33.0,Manorayanapalya,18200.0,16577.0,838.0,169.0,34777.0,0.81,13.0267426995105,77.5973052921654,Backward Category A (Women),
58.0,158,Hebbal,34.0,Gangenahalli,13128.0,11826.0,2373.0,185.0,24954.0,1.09,13.017774892654,77.5888153931365,General,
59.0,158,Hebbal,46.0,Jayachamarajendra Nagar,16353.0,14390.0,2465.0,272.0,30743.0,0.89,13.0171716167441,77.5959757654137,General,
60.0,159,Pulakeshi Nagar (SC),31.0,Kushal Nagar,17506.0,16540.0,5167.0,129.0,34046.0,0.65,13.016273310793,77.6150174090356,General (Women),
61.0,159,Pulakeshi Nagar (SC),32.0,Kaval Bairasandra,13914.0,12636.0,3669.0,178.0,26550.0,1.59,13.0263505691114,77.6085689953968,General (Woman),
62.0,159,Pulakeshi Nagar (SC),47.0,Devara Jeevanahalli,17296.0,16187.0,7021.0,167.0,33483.0,1.37,13.0154531442964,77.6027525099095,Scheduled Caste,
